Img00001.JPEG	4	0.3333	5	0.2524	2	0.1902	0	0.1464	7	0.0777
Img00002.JPEG	0	0.6373	7	0.1714	2	0.0714	6	0.0695	1	0.0504
Img00006.JPEG	0	0.3767	6	0.2923	3	0.1501	1	0.1089	4	0.0720
Img00007.jpg	5	0.3104	7	0.2808	2	0.1895	0	0.1456	1	0.0737
Img00008.jpg	3	0.6147	1	0.1303	0	0.1239	2	0.0657	5	0.0654
Img00010.jpg	7	0.7237	4	0.1599	2	0.0768	0	0.0232	1	0.0163
Img00011.jpg	2	0.4122	0	0.3804	7	0.0935	4	0.0772	6	0.0366
Img00012.JPEG	0	0.8457	4	0.0593	1	0.0369	5	0.0347	7	0.0234
Img00013.JPEG	4	0.3160	0	0.3145	7	0.1540	1	0.1246	5	0.0909
Img00014.JPEG	0	0.6700	1	0.1525	7	0.1257	4	0.0283	6	0.0235
Img00015.JPEG	0	0.8951	7	0.0329	4	0.0302	5	0.0273	1	0.0145
Img00016.JPEG	0	0.9363	4	0.0347	6	0.0108	5	0.0100	3	0.0082
Img00017.jpg	0	0.8195	4	0.1015	7	0.0321	6	0.0292	3	0.0177
Img00018.jpg	0	0.7450	7	0.0915	4	0.0733	1	0.0580	6	0.0322
Img00019.jpg	5	0.8664	2	0.0375	4	0.0351	1	0.0318	3	0.0291
Img00020.JPEG	0	0.9130	1	0.0300	2	0.0244	7	0.0189	6	0.0137
Img00021.jpg	0	0.7981	4	0.0815	1	0.0427	3	0.0411	7	0.0366
Img00022.JPEG	0	0.8442	4	0.0617	1	0.0381	6	0.0334	2	0.0227
Img00024.jpg	5	0.8702	2	0.0423	1	0.0332	3	0.0292	7	0.0251
Img00025.jpg	3	0.6214	5	0.1272	2	0.0971	4	0.0887	0	0.0656
Img00028.jpg	0	0.9320	1	0.0228	7	0.0194	4	0.0140	2	0.0118
Img00030.jpg	1	0.9620	0	0.0150	2	0.0145	6	0.0045	3	0.0040
Img00032.JPEG	0	0.8112	1	0.0779	2	0.0476	3	0.0396	4	0.0237
Img00033.jpg	0	0.7912	5	0.0837	4	0.0501	7	0.0382	6	0.0369
Img00036.jpg	0	0.8507	7	0.0954	4	0.0272	6	0.0141	2	0.0126
Img00038.jpg	0	0.5817	4	0.1390	3	0.0989	6	0.0976	1	0.0828
Img00039.jpg	0	0.6153	4	0.1927	7	0.1179	5	0.0419	1	0.0322
Img00040.jpg	6	0.9945	7	0.0025	1	0.0017	3	0.0006	4	0.0006
Img00041.jpg	0	0.6965	2	0.1079	7	0.0896	4	0.0609	5	0.0451
Img00042.jpg	0	0.8523	7	0.0601	2	0.0387	4	0.0259	1	0.0230
Img00044.JPEG	0	0.7383	6	0.1048	2	0.0811	5	0.0448	1	0.0309
Img00050.JPEG	0	0.4096	5	0.2015	6	0.1496	1	0.1345	7	0.1048
Img00051.jpg	0	0.6953	1	0.1310	7	0.0733	3	0.0628	4	0.0376
Img00052.JPEG	0	0.8074	7	0.1272	6	0.0274	1	0.0239	2	0.0140
Img00055.JPEG	0	0.7980	1	0.0891	4	0.0554	3	0.0309	2	0.0266
Img00058.jpg	4	0.9002	0	0.0582	1	0.0256	6	0.0096	5	0.0064
Img00059.JPEG	0	0.7356	4	0.1195	2	0.0615	6	0.0482	1	0.0352
Img00060.jpg	0	0.8002	7	0.1113	1	0.0436	2	0.0251	4	0.0198
